gender,age,country,city,customer_segment,tenure_months,signup_channel,contract_type,monthly_logins,weekly_active_days,avg_session_time,features_used,usage_growth_rate,last_login_days_ago,monthly_fee,total_revenue,payment_method,payment_failures,discount_applied,price_increase_last_3m,support_tickets,avg_resolution_time,complaint_type,csat_score,escalations,email_open_rate,marketing_click_rate,nps_score,survey_response,referral_count
Female,51,USA,New York,SME,36,Web,Monthly,15,0,18.03977775289893,4,0.05,1,50,1800,Card,0,No,No,2,20.77099093058824,Service,4.0,1,0.14,0.16,-33,Neutral,1
Male,38,Germany,Sydney,Enterprise,33,Web,Monthly,22,7,10.85347762617186,3,-0.15,2,20,660,Card,0,No,Yes,3,18.381140654888256,Technical,3.0,0,0.39,0.22,-5,Neutral,1
Female,68,UK,Delhi,Enterprise,27,Web,Monthly,19,1,28.038896966227192,6,0.22,3,20,540,Card,1,Yes,Yes,1,26.491471727991893,Service,4.0,0,0.3,0.25,16,Neutral,0
Male,41,Australia,London,Individual,15,Web,Yearly,11,5,13.988498635421754,5,0.09,6,50,750,Bank Transfer,3,No,No,2,17.418870517769662,Billing,2.0,1,0.18,0.45,44,Neutral,2
Male,54,USA,New York,Individual,15,Mobile,Quarterly,20,1,1.8323054626446569,5,0.13,4,20,300,Card,0,No,No,0,45.910006807286905,Service,3.0,1,0.83,0.44,26,Neutral,0
Female,53,Bangladesh,Dhaka,Individual,7,Web,Monthly,10,4,23.908975256232058,3,0.11,7,10,70,Card,0,No,No,1,11.632603467905945,,4.0,0,0.41,0.2,14,Satisfied,0
Female,31,Australia,Sydney,SME,36,Web,Yearly,16,3,21.072559664775035,8,-0.0,6,70,2520,Card,0,No,No,1,25.37134120474262,,3.0,1,0.33,0.43,-33,Satisfied,2
Male,50,Canada,London,Individual,21,Referral,Monthly,21,7,13.170763342400486,7,-0.15,3,10,210,PayPal,2,No,No,1,16.072990407361573,Billing,4.0,1,0.6,0.31,-40,Unsatisfied,1
Male,19,India,Berlin,Individual,16,Web,Monthly,18,4,15.368794632688155,7,0.3,2,30,480,Card,1,No,No,1,44.67321127088808,Billing,4.0,0,0.55,0.45,92,Neutral,1
Male,70,Australia,Berlin,Individual,50,Mobile,Yearly,8,7,12.599832522974026,6,0.09,2,50,2500,Card,0,Yes,Yes,2,27.670264872177047,Technical,2.0,0,0.46,0.48,29,Neutral,0
Male,72,USA,Dhaka,Individual,43,Web,Yearly,32,5,22.64532220839652,4,0.08,0,50,2150,Card,1,No,No,1,20.466731251779954,Service,5.0,0,0.2,0.34,54,Neutral,2
Female,63,UK,Delhi,Individual,38,Web,Yearly,23,5,11.424030380838126,8,-0.1,0,20,760,PayPal,0,Yes,No,5,26.26763912709894,Technical,3.0,0,0.27,0.12,100,Satisfied,3
Female,55,Germany,Toronto,SME,31,Web,Monthly,19,5,12.150947713935189,6,0.05,4,10,310,Card,0,Yes,No,2,30.39857876900918,,2.0,1,0.18,0.48,12,Unsatisfied,1
Female,34,Germany,Sydney,Individual,51,Mobile,Yearly,25,1,20.00747261677568,11,0.03,6,20,1020,Bank Transfer,0,No,No,0,19.280357429178864,Billing,5.0,0,0.79,0.49,100,Unsatisfied,2
Male,21,Canada,Toronto,Individual,1,Referral,Monthly,36,2,23.94100863579436,5,0.15,8,70,70,Card,0,No,No,0,18.357999773081623,Billing,4.0,0,0.66,0.26,0,Neutral,1
Female,54,Australia,Toronto,SME,46,Web,Quarterly,16,7,12.30769496181841,5,-0.04,3,20,920,Card,1,No,No,1,21.75575681790632,,4.0,1,0.71,0.18,39,Neutral,0
Male,43,Australia,Berlin,SME,18,Referral,Quarterly,17,3,6.907458942358259,4,-0.01,24,20,360,PayPal,0,Yes,No,3,1.0,Technical,3.0,0,0.76,0.39,-7,Neutral,1
Female,66,UK,Berlin,SME,47,Web,Quarterly,8,4,17.30653216558622,8,-0.09,0,10,470,Card,0,No,No,2,23.31852882927527,Technical,3.0,0,0.68,0.16,58,Satisfied,2
Male,40,Germany,Toronto,Enterprise,45,Referral,Monthly,13,5,19.57357257418116,4,0.16,2,50,2250,Card,0,No,No,3,16.262876694892878,Service,4.0,0,0.72,0.13,-18,Satisfied,2
Female,34,Bangladesh,Delhi,SME,12,Web,Quarterly,27,7,10.447475694633397,8,-0.12,40,10,120,Card,1,Yes,Yes,2,25.46489186500168,Technical,4.0,1,0.23,0.24,-55,Unsatisfied,0
Female,57,USA,Sydney,Individual,25,Web,Yearly,0,2,13.529290338971494,2,-0.19,8,70,1750,Bank Transfer,0,No,No,4,15.530886234563823,Billing,4.0,0,0.48,0.01,-5,Neutral,0
Male,68,Germany,Sydney,Individual,51,Mobile,Yearly,16,5,20.195583808685114,5,-0.26,2,70,3570,PayPal,1,No,No,2,47.34268819492824,Billing,5.0,0,0.23,0.04,41,Satisfied,2
Male,43,India,Dhaka,Individual,51,Mobile,Monthly,18,0,16.44485735570116,6,-0.04,2,30,1530,PayPal,0,No,No,0,28.631465900559725,Technical,3.0,0,0.69,0.15,100,Unsatisfied,1
Female,30,UK,Dhaka,SME,10,Referral,Quarterly,17,0,22.83350004216195,7,-0.08,63,30,300,Card,1,No,No,1,3.53524445227114,Technical,2.0,0,0.57,0.2,-22,Neutral,2
Male,41,Germany,London,SME,23,Web,Monthly,27,0,24.28714548803022,4,0.23,8,20,460,Card,0,No,Yes,1,24.95536154491823,Technical,3.0,0,0.47,0.21,-15,Satisfied,0
Male,56,Bangladesh,New York,Enterprise,52,Mobile,Quarterly,27,2,15.150075318456103,4,-0.12,5,70,3640,Card,0,No,Yes,0,1.0,,4.0,0,0.79,0.41,100,Neutral,4
Female,61,Bangladesh,Toronto,SME,29,Mobile,Yearly,37,5,6.097415261641194,2,0.25,7,50,1450,Card,0,No,Yes,2,26.75877578775894,,4.0,1,0.5,0.37,55,Neutral,0
Female,32,USA,Dhaka,Individual,50,Mobile,Yearly,16,1,9.06773468048994,6,0.18,13,20,1000,Card,1,Yes,No,0,29.01746977680869,Service,2.0,0,0.12,0.25,16,Satisfied,0
Female,49,Bangladesh,Delhi,Individual,48,Referral,Monthly,16,4,22.22586407006763,5,-0.11,30,10,480,Card,0,No,No,1,39.682532655824666,Technical,5.0,0,0.16,0.46,-5,Neutral,2
Female,66,India,Delhi,Individual,44,Mobile,Quarterly,27,2,20.088549957715536,2,0.09,4,10,440,Card,0,Yes,No,1,12.552878394685342,Technical,5.0,1,0.16,0.38,-12,Neutral,2
Male,56,Canada,Delhi,SME,2,Referral,Monthly,12,3,10.134895505408457,4,-0.27,3,50,100,PayPal,0,No,No,2,19.89488907279431,Service,3.0,0,0.84,0.3,-5,Satisfied,1
Male,69,Germany,Toronto,Individual,44,Web,Quarterly,15,3,32.475697747446176,5,0.52,1,30,1320,Card,0,Yes,No,2,33.34796675354893,Technical,5.0,1,0.49,0.13,48,Satisfied,0
Female,42,USA,New York,Individual,57,Referral,Quarterly,42,3,13.907431322201964,5,0.08,35,10,570,Card,0,Yes,No,1,8.91875933549685,Technical,5.0,0,0.12,0.04,48,Unsatisfied,3
Female,28,India,New York,Individual,24,Web,Monthly,13,5,24.94439075659335,7,0.22,15,70,1680,Card,1,No,No,1,35.17178634492681,Technical,5.0,0,0.78,0.33,0,Unsatisfied,1
Male,25,Canada,Delhi,Individual,37,Mobile,Quarterly,15,6,14.45310924076302,5,-0.07,5,20,740,Bank Transfer,0,No,No,3,36.37791182324435,Service,3.0,0,0.19,0.19,-26,Satisfied,1
Female,73,India,Berlin,Individual,47,Mobile,Quarterly,29,2,24.19376160622275,8,0.07,18,30,1410,Bank Transfer,0,Yes,No,0,25.00745640345728,,4.0,1,0.32,0.11,15,Neutral,3
Male,66,Canada,Sydney,Individual,8,Web,Quarterly,18,0,13.42297941635413,3,-0.33,6,30,240,PayPal,0,No,No,0,24.385006846120746,Service,2.0,1,0.46,0.05,5,Unsatisfied,1
Male,55,USA,Dhaka,Individual,20,Web,Yearly,19,2,8.983164672133107,3,-0.13,10,10,200,Card,0,No,No,1,34.29962692684007,Technical,3.0,1,0.1,0.09,16,Satisfied,0
Female,39,Australia,London,Individual,46,Web,Quarterly,16,2,4.246818309360808,8,0.04,6,30,1380,Card,1,Yes,No,3,16.641271821845862,Service,3.0,2,0.81,0.23,-29,Satisfied,0
Female,18,Australia,Toronto,SME,1,Referral,Quarterly,17,3,15.305019802114346,11,0.35,3,30,30,Card,0,No,Yes,1,10.60634663231599,Service,4.0,0,0.77,0.28,42,Neutral,2
Female,41,Australia,Toronto,Individual,31,Mobile,Monthly,11,2,10.391823851790464,4,-0.04,22,10,310,Card,1,Yes,No,1,28.61311142572147,Billing,2.0,0,0.31,0.36,-11,Satisfied,0
Male,20,Australia,London,Enterprise,53,Web,Quarterly,31,5,27.18304038711359,4,-0.21,10,20,1060,PayPal,2,Yes,No,0,34.8580923622697,Billing,5.0,1,0.21,0.22,-37,Unsatisfied,0
Female,29,Canada,Dhaka,Individual,31,Referral,Monthly,2,1,8.95780797570666,5,0.14,8,20,620,Card,0,No,No,2,32.83130095338939,Service,2.0,0,0.14,0.28,-4,Satisfied,0
Male,38,Australia,Berlin,Enterprise,20,Web,Quarterly,36,3,1.616010160053163,5,-0.11,1,50,1000,Bank Transfer,0,Yes,No,1,11.64180379686789,,3.0,0,0.28,0.4,45,Satisfied,1
Male,73,Germany,Berlin,Individual,51,Web,Monthly,39,3,19.259674235666917,5,0.38,2,30,1530,PayPal,0,No,No,1,21.059529774097644,,2.0,0,0.33,0.13,37,Neutral,2
Female,38,Australia,Delhi,Individual,35,Web,Monthly,1,1,20.569009933772275,1,-0.01,17,70,2450,Card,1,Yes,No,3,26.84781221900981,Billing,3.0,0,0.46,0.36,17,Neutral,0
Male,42,USA,Delhi,Individual,10,Web,Yearly,19,7,12.513998261392054,8,0.03,6,10,100,Bank Transfer,1,Yes,No,4,15.980848785059994,Technical,3.0,0,0.2,0.22,100,Neutral,1
Male,29,Australia,Toronto,SME,23,Mobile,Quarterly,13,3,7.526544863191078,4,0.1,11,50,1150,PayPal,0,No,No,0,29.16349527878913,Billing,2.0,0,0.29,0.43,87,Satisfied,0
Male,39,UK,London,Individual,51,Web,Monthly,28,5,25.11191159254337,6,0.07,0,20,1020,Card,0,No,No,3,1.0,,4.0,0,0.22,0.44,40,Neutral,1
Male,27,Bangladesh,Berlin,SME,52,Web,Yearly,22,3,23.68871580131008,4,-0.1,16,100,5200,Card,1,Yes,No,2,33.565229899528155,Technical,2.0,0,0.17,0.19,2,Unsatisfied,3
Female,41,Australia,Dhaka,Individual,15,Referral,Monthly,7,7,14.71025509285577,10,0.1,0,10,150,PayPal,0,No,No,1,14.154984545416902,,3.0,0,0.22,0.21,29,Satisfied,1
Male,57,Australia,New York,Individual,46,Referral,Monthly,12,7,9.70248351029441,3,0.07,2,10,460,Card,0,No,Yes,1,34.56433553159236,Technical,3.0,1,0.56,0.21,-11,Neutral,2
Female,29,India,London,SME,19,Web,Quarterly,10,5,13.856087854470076,10,0.16,14,50,950,Bank Transfer,1,No,No,2,10.504769543335122,Technical,4.0,1,0.56,0.24,65,Satisfied,1
Female,18,Bangladesh,Berlin,SME,15,Mobile,Quarterly,22,5,24.922075715286567,5,-0.02,10,50,750,Card,0,Yes,No,1,34.1975594792397,Technical,3.0,0,0.66,0.22,9,Satisfied,0
Female,68,USA,Dhaka,Individual,37,Web,Quarterly,25,4,13.775312150783297,9,0.37,20,100,3700,Card,0,No,Yes,1,36.01210844378211,Service,2.0,1,0.46,0.05,23,Satisfied,0
Male,62,UK,Toronto,Individual,26,Web,Monthly,34,7,13.434312247082218,3,0.05,31,10,260,Card,0,Yes,No,1,24.139640057498664,Billing,1.0,0,0.3,0.37,73,Unsatisfied,2
Female,26,UK,Berlin,SME,24,Web,Monthly,7,4,13.82767977259185,3,-0.03,20,20,480,Card,0,No,No,2,13.021469713132548,Billing,3.0,1,0.25,0.22,100,Neutral,0
Male,60,Germany,Dhaka,SME,15,Web,Monthly,10,0,10.715644610805798,7,-0.17,7,20,300,Bank Transfer,0,No,No,0,26.207637366575817,Technical,4.0,0,0.87,0.48,50,Satisfied,1
Female,49,India,Delhi,Individual,59,Web,Monthly,15,1,15.37886053859967,7,-0.21,34,30,1770,Bank Transfer,0,No,No,2,15.217267215105103,,3.0,0,0.46,0.3,-8,Satisfied,2
Female,31,India,London,SME,21,Web,Quarterly,38,6,27.20908682474593,3,-0.07,6,20,420,PayPal,1,Yes,No,3,23.817187742202098,Service,4.0,0,0.17,0.2,68,Satisfied,1
Female,64,Australia,Dhaka,Individual,19,Mobile,Yearly,12,5,11.76980243270037,4,-0.1,6,30,570,Card,1,Yes,Yes,2,18.50290714281641,Technical,4.0,0,0.38,0.38,5,Neutral,0
Male,18,Australia,Sydney,Individual,17,Web,Yearly,13,3,24.22071396718895,3,0.11,13,20,340,PayPal,0,Yes,No,4,23.137693674466515,Technical,2.0,1,0.26,0.43,87,Satisfied,1
Female,42,India,London,Individual,39,Referral,Monthly,27,3,12.870974881474558,7,0.16,5,20,780,Card,0,No,No,3,12.720329062665195,Billing,4.0,1,0.41,0.05,44,Neutral,1
Male,61,Germany,New York,Individual,31,Referral,Yearly,23,7,2.903200181247636,5,-0.11,0,50,1550,Card,0,Yes,No,1,44.61186134807016,Technical,2.0,0,0.84,0.31,-12,Satisfied,0
Male,57,Bangladesh,London,Individual,23,Web,Quarterly,13,6,17.897250591040233,5,0.1,7,50,1150,PayPal,0,No,No,0,27.69532498224193,,4.0,0,0.55,0.33,47,Unsatisfied,3
Male,24,Bangladesh,Berlin,Individual,39,Web,Monthly,7,1,12.139935640808304,2,-0.21,2,50,1950,Card,0,Yes,No,0,18.495951183389664,Billing,4.0,0,0.76,0.49,83,Satisfied,1
Female,25,Bangladesh,Berlin,Individual,29,Web,Monthly,21,7,31.73793809332801,4,-0.08,4,10,290,Card,1,No,No,0,41.05212170591884,Technical,2.0,0,0.78,0.16,-23,Satisfied,2
Male,46,Germany,Dhaka,Individual,40,Mobile,Monthly,9,0,9.2835386987088,3,0.31,0,20,800,PayPal,0,No,No,0,17.965618771157047,Technical,3.0,0,0.78,0.28,36,Neutral,1
Male,60,Bangladesh,London,SME,53,Web,Monthly,23,3,14.587913317301124,3,-0.16,18,50,2650,Card,1,No,No,0,34.85922604126657,Technical,5.0,1,0.32,0.17,49,Satisfied,1
Male,37,Germany,Dhaka,Individual,2,Web,Monthly,26,2,16.796075625876075,6,0.0,4,10,20,Card,0,Yes,No,0,17.891318568753714,Billing,5.0,0,0.41,0.25,100,Neutral,4
Female,22,UK,Dhaka,Individual,7,Mobile,Monthly,18,0,16.93101687459296,9,-0.13,5,10,70,Card,0,No,No,0,35.76933525945011,Technical,3.0,0,0.22,0.08,33,Neutral,1
Male,56,Canada,Sydney,Individual,53,Web,Quarterly,33,1,15.998005242604304,6,0.17,0,10,530,Card,0,Yes,No,1,34.66403265592203,,4.0,0,0.36,0.34,8,Neutral,0
Female,63,Canada,Berlin,SME,33,Mobile,Monthly,36,2,8.948224758573616,5,-0.12,16,30,990,PayPal,0,No,No,0,12.198668997383692,,2.0,1,0.39,0.11,-21,Neutral,0
Female,33,India,Delhi,Individual,26,Mobile,Quarterly,20,6,13.516402980936228,4,0.15,5,50,1300,PayPal,1,No,No,2,25.5748968249732,,3.0,0,0.16,0.37,4,Satisfied,3
Male,22,Australia,London,Individual,30,Web,Monthly,31,4,13.205434170902905,8,-0.06,8,30,900,Card,1,No,No,1,27.26265360746572,Billing,2.0,0,0.64,0.15,0,Satisfied,0
Male,44,UK,Berlin,Individual,14,Mobile,Yearly,3,5,19.75485327844786,2,-0.17,2,100,1400,Card,0,No,No,0,11.614068521484008,,5.0,0,0.64,0.21,14,Satisfied,0
Female,66,Canada,Dhaka,SME,6,Referral,Monthly,12,1,30.054936371920768,2,-0.12,0,10,60,Card,0,No,No,1,15.163642063668586,Technical,3.0,0,0.17,0.07,46,Satisfied,2
Male,45,Australia,London,SME,55,Web,Quarterly,0,1,17.934876545189383,3,-0.07,8,20,1100,Card,1,No,No,1,37.25273917226205,Service,3.0,1,0.16,0.05,57,Satisfied,2
Male,56,Canada,Dhaka,Enterprise,23,Web,Quarterly,16,0,4.722724590765635,3,-0.08,11,50,1150,Card,0,No,No,3,24.870345315342423,Technical,2.0,0,0.3,0.11,37,Satisfied,0
Male,35,UK,Sydney,Individual,9,Web,Monthly,27,2,7.6164373858956465,5,0.18,4,10,90,Card,0,Yes,No,1,2.353134285413077,Technical,3.0,4,0.56,0.08,-6,Neutral,2
Male,38,Germany,Dhaka,Individual,29,Web,Quarterly,16,5,22.92713805517169,6,-0.14,14,10,290,Card,0,No,No,0,28.63559265964187,Service,4.0,0,0.2,0.25,2,Neutral,0
Female,37,Canada,London,Individual,52,Web,Quarterly,22,0,1.0,11,0.16,5,10,520,PayPal,0,No,No,1,36.53916913161777,Technical,5.0,0,0.35,0.44,-3,Satisfied,0
Male,22,USA,New York,SME,26,Mobile,Yearly,13,2,13.398126409281463,4,0.12,7,20,520,PayPal,2,No,Yes,3,4.240944861147305,Billing,3.0,0,0.79,0.44,75,Neutral,2
Male,18,Bangladesh,Delhi,SME,31,Web,Monthly,22,2,17.486848463178433,4,0.26,2,70,2170,Card,0,No,Yes,1,21.12449252099752,,3.0,0,0.9,0.41,15,Satisfied,1
Female,70,Germany,Sydney,Individual,19,Web,Monthly,8,5,14.229858741013151,6,0.42,28,70,1330,Card,0,No,No,1,43.14981075748645,Technical,4.0,4,0.49,0.48,-17,Unsatisfied,0
Female,34,Australia,Delhi,SME,57,Web,Monthly,29,1,24.56361350979651,5,-0.2,4,30,1710,Card,0,No,No,1,16.490033328351867,Technical,5.0,1,0.6,0.07,-2,Satisfied,1
Female,31,USA,New York,Individual,52,Web,Quarterly,13,6,22.07212684256757,3,0.2,25,10,520,PayPal,2,No,No,2,29.286486024389774,Technical,3.0,0,0.33,0.27,57,Satisfied,2
Female,57,Bangladesh,Dhaka,Individual,41,Mobile,Monthly,13,7,15.193954301706148,3,-0.16,4,50,2050,Card,1,Yes,No,1,20.46573917743256,,4.0,1,0.44,0.48,7,Unsatisfied,0
Male,65,India,Toronto,SME,48,Web,Yearly,27,6,23.32237794681932,2,-0.17,14,10,480,Card,0,No,No,2,33.12501493424453,Billing,3.0,0,0.6,0.44,-9,Satisfied,0
Female,34,UK,Sydney,Individual,6,Web,Quarterly,17,5,16.543168991627383,10,0.07,9,50,300,Card,0,No,No,0,27.689216068546106,Technical,4.0,1,0.47,0.23,20,Satisfied,1
Male,60,Canada,London,Enterprise,53,Mobile,Monthly,7,0,13.266069135815837,4,-0.14,2,50,2650,Card,0,Yes,Yes,0,19.06957921312196,Billing,4.0,0,0.81,0.04,56,Satisfied,1
Male,48,Bangladesh,Toronto,SME,2,Web,Quarterly,33,1,23.467598288371544,4,0.14,2,50,100,Card,0,No,No,1,33.83200224013419,,3.0,0,0.85,0.36,-36,Neutral,2
Female,31,Australia,Sydney,Individual,58,Mobile,Yearly,24,6,25.97513545974519,5,-0.31,6,70,4060,Card,0,No,No,4,32.90784517305612,Service,5.0,0,0.16,0.05,28,Satisfied,0
Male,41,Canada,Delhi,Individual,29,Referral,Yearly,19,2,8.224165379560974,4,0.19,2,20,580,Card,1,Yes,No,3,4.794146287302151,Service,5.0,0,0.4,0.33,-9,Neutral,1
Female,56,Bangladesh,Dhaka,Individual,54,Mobile,Monthly,26,5,21.087172575331724,6,-0.26,7,70,3780,Bank Transfer,0,No,No,0,38.277763085879045,,5.0,0,0.43,0.27,6,Satisfied,0
Female,61,Bangladesh,Delhi,Individual,31,Web,Monthly,38,6,16.67911953378486,11,0.13,7,10,310,Card,0,No,No,1,25.143385927337132,Service,3.0,1,0.12,0.19,26,Neutral,3
Male,55,UK,Sydney,SME,36,Referral,Monthly,17,2,41.01346518624863,3,-0.01,1,70,2520,PayPal,0,No,No,2,14.6783175456335,Technical,4.0,0,0.51,0.37,56,Satisfied,2
Female,64,Canada,Sydney,SME,36,Web,Yearly,12,4,13.236214471801084,4,0.12,18,20,720,Bank Transfer,0,No,Yes,1,34.57128621119758,,4.0,1,0.36,0.18,5,Neutral,2
Male,27,Canada,Dhaka,Individual,49,Web,Quarterly,29,5,12.304817571708076,7,-0.01,8,20,980,Card,1,No,No,0,21.89812708472052,Technical,3.0,0,0.71,0.35,-46,Satisfied,1
Female,30,Canada,Berlin,Individual,26,Web,Yearly,19,0,20.92737015668508,8,-0.16,5,30,780,Card,1,No,No,1,40.94281099434714,,3.0,1,0.71,0.39,-37,Neutral,0
Male,41,India,Berlin,Enterprise,13,Web,Monthly,23,1,16.70533061957002,7,-0.15,32,70,910,Card,1,No,No,0,34.53049528340422,Billing,4.0,0,0.59,0.37,77,Satisfied,2
Female,25,Australia,New York,Individual,25,Mobile,Quarterly,19,0,20.16647563210116,2,0.2,1,20,500,Card,1,No,No,0,12.063829383198824,,2.0,0,0.63,0.21,14,Neutral,3
Male,59,Australia,Toronto,SME,50,Web,Monthly,19,0,21.90282128378124,4,-0.16,0,50,2500,Bank Transfer,0,No,No,0,35.18756213245658,Technical,3.0,0,0.45,0.07,51,Satisfied,1
Male,66,Germany,Dhaka,Individual,55,Mobile,Monthly,15,1,15.904074204908705,5,-0.13,30,70,3850,Card,0,Yes,No,0,12.895312207234076,Billing,3.0,0,0.3,0.06,29,Satisfied,1
Female,34,Bangladesh,New York,Individual,23,Mobile,Quarterly,31,6,14.665617884793662,3,0.02,7,100,2300,Card,0,No,No,2,36.04651877200913,Billing,4.0,0,0.61,0.12,4,Unsatisfied,1
Male,20,USA,Dhaka,Individual,33,Web,Monthly,40,0,22.48666353438792,3,0.28,10,30,990,Card,0,No,No,1,28.43286003062093,Technical,4.0,0,0.28,0.4,-15,Neutral,0
Male,45,India,Delhi,Enterprise,45,Web,Yearly,12,4,19.800729941718487,3,-0.12,5,20,900,PayPal,0,Yes,No,4,13.984627365437452,Technical,3.0,2,0.23,0.45,-40,Neutral,2
Female,35,Australia,Dhaka,SME,26,Mobile,Monthly,17,6,8.817611173788336,3,0.1,3,20,520,Card,0,No,No,1,28.010835641981284,Billing,3.0,1,0.35,0.02,51,Satisfied,0
Male,63,USA,Delhi,SME,20,Mobile,Monthly,17,1,29.365890332565435,4,0.13,8,50,1000,PayPal,1,Yes,No,1,37.61151965740193,Billing,3.0,0,0.65,0.23,31,Satisfied,1
Male,47,Bangladesh,Delhi,Enterprise,17,Web,Monthly,31,3,9.113603674183144,12,-0.0,1,20,340,PayPal,0,No,No,1,14.10595386667266,Service,5.0,0,0.74,0.12,0,Satisfied,1
Female,19,USA,Sydney,SME,38,Referral,Quarterly,9,1,23.41741010342791,2,0.08,0,10,380,Card,0,No,No,1,44.71286198994165,Billing,2.0,0,0.56,0.02,30,Satisfied,2
Male,36,India,Dhaka,Individual,18,Referral,Yearly,43,3,7.602741793734928,3,-0.07,13,20,360,Card,0,No,No,1,34.400866733030696,Billing,2.0,1,0.41,0.47,10,Satisfied,2
Female,67,Australia,New York,Individual,28,Web,Quarterly,15,2,16.793608535990185,3,0.08,3,30,840,Card,0,No,No,1,19.180190134411504,Billing,4.0,0,0.54,0.18,3,Satisfied,1
Female,66,Australia,Berlin,SME,17,Mobile,Quarterly,21,5,9.034072912085335,2,-0.06,7,10,170,Card,0,No,No,1,33.91901681841819,Service,2.0,0,0.17,0.37,100,Satisfied,0
Male,37,Canada,Delhi,Individual,20,Web,Yearly,12,3,22.14611778545952,3,-0.09,21,10,200,PayPal,1,No,No,0,24.781469029242707,Service,3.0,1,0.78,0.11,25,Satisfied,1
Male,25,India,Toronto,Individual,17,Web,Monthly,22,7,6.819321301167603,6,-0.15,0,20,340,Card,0,No,No,0,42.28519331956328,Technical,4.0,1,0.37,0.2,22,Unsatisfied,2
Male,32,Bangladesh,Delhi,Individual,17,Web,Quarterly,24,6,13.078160337063313,4,0.02,7,10,170,Card,1,Yes,No,3,13.57623401033208,Service,3.0,0,0.69,0.48,30,Satisfied,2
Male,27,India,Delhi,Individual,39,Web,Monthly,5,2,29.27379076494177,8,0.12,13,20,780,Card,1,No,No,2,24.93549255472385,Technical,3.0,0,0.15,0.18,-35,Neutral,1
Female,28,Australia,Dhaka,Enterprise,46,Web,Monthly,32,5,5.267603652531999,6,0.23,10,30,1380,PayPal,0,Yes,No,2,23.82066992676234,Technical,3.0,1,0.42,0.46,-14,Satisfied,1
Male,73,Australia,Sydney,SME,35,Web,Monthly,29,0,20.086138949980057,6,-0.1,23,20,700,Card,0,No,Yes,1,36.93118407313558,Technical,3.0,0,0.17,0.24,23,Satisfied,1
Female,27,Canada,Toronto,Individual,32,Web,Quarterly,30,0,15.509237101523928,1,0.01,0,20,640,Bank Transfer,0,No,No,1,50.32329437536794,Billing,2.0,1,0.64,0.01,100,Satisfied,2
Female,30,Canada,New York,SME,35,Referral,Monthly,14,5,14.559638692180863,2,0.04,2,70,2450,PayPal,0,Yes,No,0,29.850118563388687,Technical,2.0,0,0.56,0.02,10,Unsatisfied,0
Male,68,Australia,Berlin,Individual,13,Referral,Monthly,16,3,5.653941409450562,4,-0.12,9,10,130,PayPal,2,No,No,1,16.549364256558516,Service,4.0,1,0.69,0.1,-71,Satisfied,1
Female,21,Germany,London,Individual,9,Referral,Quarterly,16,2,18.092779279685512,9,0.18,2,50,450,PayPal,0,No,Yes,0,10.229833476151336,Technical,3.0,0,0.21,0.46,32,Neutral,2
Male,53,Germany,Sydney,Individual,30,Referral,Monthly,41,4,8.095552826641637,8,0.1,3,30,900,Card,0,No,No,0,26.129671015647265,Service,3.0,0,0.3,0.26,-58,Unsatisfied,1
Female,27,USA,Dhaka,Individual,17,Web,Quarterly,18,6,31.34425805633999,9,-0.03,0,50,850,Card,0,No,No,3,36.74910195988288,,3.0,0,0.62,0.23,100,Satisfied,2
Male,65,Australia,New York,SME,50,Web,Monthly,22,6,19.715672871716077,5,0.16,16,50,2500,PayPal,1,Yes,No,1,27.04737332394434,Technical,3.0,0,0.68,0.36,-14,Neutral,0
Female,33,India,Dhaka,SME,46,Web,Yearly,26,2,14.93736043818805,5,0.29,16,50,2300,Card,0,No,Yes,2,12.224911674248096,Technical,2.0,0,0.48,0.08,50,Satisfied,0
Male,72,Canada,Toronto,Enterprise,48,Web,Monthly,15,5,17.133202701177947,3,0.15,2,20,960,PayPal,0,No,No,2,14.083235624777023,Billing,4.0,0,0.49,0.44,-57,Unsatisfied,0
Female,52,UK,London,Individual,10,Mobile,Quarterly,18,2,21.538379753006687,4,-0.04,0,20,200,Card,0,No,No,0,28.7022256347382,Billing,5.0,0,0.64,0.25,-39,Satisfied,3
Male,72,India,Dhaka,Individual,37,Web,Monthly,19,4,26.893480243212583,4,0.07,15,30,1110,Bank Transfer,0,Yes,No,2,22.286626287704166,Service,3.0,0,0.28,0.14,53,Satisfied,0
Male,64,India,Sydney,Enterprise,10,Web,Yearly,34,0,21.927374059599405,3,-0.01,6,50,500,PayPal,1,No,Yes,0,11.911619431886498,Technical,4.0,0,0.87,0.02,26,Unsatisfied,0
Female,48,Australia,New York,SME,58,Web,Yearly,32,2,4.110721049380523,6,-0.29,39,100,5800,Card,1,Yes,Yes,1,40.19400890915473,Technical,4.0,0,0.44,0.29,50,Satisfied,3
Female,45,Australia,Dhaka,SME,37,Referral,Monthly,16,6,14.560571818582671,6,0.13,3,10,370,PayPal,0,Yes,No,2,32.967392590599346,Service,2.0,0,0.43,0.42,82,Satisfied,3
Male,21,Canada,Berlin,Enterprise,54,Mobile,Monthly,22,5,12.754523745878643,5,0.16,7,10,540,Card,0,No,Yes,1,22.09354810715505,,4.0,0,0.78,0.4,0,Satisfied,2
Female,33,UK,Dhaka,Individual,25,Web,Monthly,14,0,16.924442979763413,2,0.07,29,20,500,Card,0,Yes,No,1,22.506832235846822,,4.0,0,0.81,0.17,-5,Satisfied,1
